employee_id,source_employee_id,company_origin,first_name,last_name,full_name,email,department,department_standardized,job_title,manager_id,employment_type,country,jurisdiction,hire_date,source_system,salary_original,currency,pay_frequency,compensation_effective_date,salary_usd_annual,benefits_enrolled,benefits_enrollment_date,source_systems,dedup_method,failed_check,failed_check_description
GT-000061,61,GlobalTech,Brian,Jackson,Brian Jackson,brian.jackson@globaltech.com,Operations,Operations,Account Executive,GT-000609,Contractor,Australia,,2024-02-08,globaltech_hris,113376,EUR,Bi-Weekly,2024-07-07,3183598.08,True,2020-04-22,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000070,70,GlobalTech,Sandra,Clark,Sandra Clark,sandra.clark@globaltech.com,Operations,Operations,HR Manager,GT-010844,Full-Time,India,,2021-11-23,globaltech_hris,104578,USD,Bi-Weekly,2024-12-28,2719028.0,True,2023-10-02,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000072,72,GlobalTech,Justin,Martin,Justin Martin,justin.martin@globaltech.com,Finance,Finance,Operations Manager,GT-014470,Contractor,Netherlands,,2023-01-11,globaltech_hris,102300,USD,Bi-Weekly,2023-03-20,2659800.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000080,80,GlobalTech,Steven,Cooper,Steven Cooper,steven.cooper@globaltech.com,Quality Assurance,Engineering,Operations Manager,GT-008457,Part-Time,Mexico,,2020-09-25,globaltech_hris,67109,GBP,Bi-Weekly,2024-02-03,2215939.18,True,2020-07-06,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000091,91,GlobalTech,Scott,Miller,Scott Miller,scott.miller@globaltech.com,DevOps,Engineering,Business Analyst,GT-012786,Part-Time,United Kingdom,,2020-01-09,globaltech_hris,"€95,556",EUR,Bi-Weekly,2023-10-20,2683212.48,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000093,93,GlobalTech,Scott,Clark,Scott Clark,scott.clark@globaltech.com,Operations,Operations,Sales Representative,,Part-Time,Ireland,,2018-06-17,globaltech_hris,78403,USD,Bi-Weekly,2023-08-24,2038478.0,True,2020-04-26,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000104,104,GlobalTech,Henry,Murphy,Henry Murphy,henry.murphy@globaltech.com,Operations,Operations,Senior Product Manager,GT-004876,Contractor,South Korea,,2017-08-20,globaltech_hris,131440,EUR,Bi-Weekly,2023-09-13,3690835.2,True,2020-03-08,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000109,109,GlobalTech,Andrew,Miller,Andrew Miller,andrew.miller@globaltech.com,Supply Chain,Operations,HR Specialist,GT-011902,Full-Time,South Korea,,2015-10-17,globaltech_hris,146922,EUR,Bi-Weekly,2024-08-16,4125569.76,True,2022-03-05,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000122,122,GlobalTech,Matthew,Johnson,Matthew Johnson,matthew.johnson@globaltech.com,Quality Assurance,Engineering,Project Manager,GT-002084,Full-Time,Singapore,,2022-06-25,globaltech_hris,62116,GBP,Bi-Weekly,2024-03-21,2051070.32,True,2020-07-16,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000123,123,GlobalTech,Shirley,Porter,Shirley Porter,shirley.porter@globaltech.com,Finance,Finance,Data Engineer,GT-002740,Part-Time,Italy,,2022-07-24,globaltech_hris,171964,USD,Bi-Weekly,2023-04-22,4471064.0,True,2024-08-02,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000124,124,GlobalTech,Emily,Phillips,Emily Phillips,emily.phillips@globaltech.com,Product,Product,HR Manager,,Full-Time,Italy,,2015-03-05,globaltech_hris,71415,EUR,Bi-Weekly,2024-05-11,2005333.2,True,2021-07-17,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000126,126,GlobalTech,Kevin,Hunter,Kevin Hunter,kevin.hunter@globaltech.com,Product,Product,Operations Manager,,Contractor,South Korea,,2018-03-15,globaltech_hris,115885,EUR,Bi-Weekly,2024-12-19,3254050.8,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000129,129,GlobalTech,Linda,Williams,Linda Williams,linda.williams@globaltech.com,Sales,Sales,Sales Representative,GT-004112,Part-Time,United Kingdom,,2015-01-13,globaltech_hris,104009,EUR,Bi-Weekly,2024-02-06,2920572.72,True,2021-11-16,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000132,132,GlobalTech,Ashley,Hunter,Ashley Hunter,ashley.hunter@globaltech.com,Marketing,Marketing,Recruiter,GT-002476,Full-Time,South Korea,,2019-07-29,globaltech_hris,192062,EUR,Monthly,2023-07-17,2489123.52,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000133,133,GlobalTech,Ronald,Mason,Ronald Mason,ronald.mason@globaltech.com,Legal,Legal,Sales Director,GT-000794,Full-Time,Japan,,2023-04-30,globaltech_hris,107615,GBP,Bi-Weekly,2024-09-19,3553447.3,True,2021-11-03,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000134,134,GlobalTech,Peter,Nickerson,Peter Nickerson,peter.nickerson@globaltech.com,Finance,Finance,Senior Product Manager,GT-012664,Part-Time,France,,2018-01-07,globaltech_hris,139093,USD,Bi-Weekly,2023-07-10,3616418.0,True,2024-03-06,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000139,139,GlobalTech,Eric,White,Eric White,eric.white@globaltech.com,Finance,Finance,Controller,GT-011586,Full-Time,Germany,,2017-10-24,globaltech_hris,89471,GBP,Bi-Weekly,2023-03-28,2954332.42,True,2021-03-11,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000143,143,GlobalTech,Charles,Phillips,Charles Phillips,charles.phillips@globaltech.com,Data Science,Data,Project Manager,GT-009581,Full-Time,Germany,,2023-03-30,globaltech_hris,126447,EUR,Bi-Weekly,2023-08-17,3550631.76,True,2022-10-29,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000145,145,GlobalTech,David,Davis,David Davis,david.davis@globaltech.com,Manufacturing,Manufacturing,Solutions Architect,,Contractor,Australia,,2024-11-29,globaltech_hris,138959,EUR,Bi-Weekly,2024-09-12,3901968.72,True,2024-09-05,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000158,158,GlobalTech,Kathleen,Shelton,Kathleen Shelton,kathleen.shelton@globaltech.com,Manufacturing,Manufacturing,HR Manager,GT-012822,Part-Time,Australia,,2018-07-26,globaltech_hris,92061,EUR,Bi-Weekly,2024-02-12,2585072.88,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000159,159,GlobalTech,Jennifer,Lopez,Jennifer Lopez,jennifer.lopez@globaltech.com,Customer Success,Customer Support,Quality Assurance Engineer,GT-002812,Part-Time,United Kingdom,,2015-09-27,globaltech_hris,181284,USD,Bi-Weekly,2024-02-15,4713384.0,True,2022-03-19,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000161,161,GlobalTech,Brian,Robinson,Brian Robinson,brian.robinson@globaltech.com,Operations,Operations,Software Engineer,GT-012000,Contractor,Singapore,,2015-09-19,globaltech_hris,77683,USD,Bi-Weekly,2024-08-02,2019758.0,True,2023-07-31,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000162,162,GlobalTech,Sarah,Ramirez,Sarah Ramirez,sarah.ramirez@globaltech.com,Legal,Legal,Software Engineer,GT-010638,Part-Time,Netherlands,,2017-10-18,globaltech_hris,127406,USD,Bi-Weekly,2023-10-11,3312556.0,True,2023-05-10,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000164,164,GlobalTech,Jonathan,Perez,Jonathan Perez,jonathan.perez@globaltech.com,Communications,Marketing,Product Manager,GT-001278,Part-Time,South Korea,,2020-07-15,globaltech_hris,98525,USD,Bi-Weekly,2024-08-27,2561650.0,True,2021-10-18,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000166,166,GlobalTech,Samuel,Reed,Samuel Reed,samuel.reed@globaltech.com,Manufacturing,Manufacturing,Sales Representative,GT-008329,Contractor,France,,2022-05-30,globaltech_hris,115921,USD,Bi-Weekly,2023-01-21,3013946.0,True,2024-12-29,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000167,167,GlobalTech,Richard,Edwards,Richard Edwards,richard.edwards@globaltech.com,Operations,Operations,HR Manager,,Part-Time,Hong Kong,,2015-03-02,globaltech_hris,111324,EUR,Bi-Weekly,2024-01-29,3125977.92,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000168,168,GlobalTech,Donald,Reed,Donald Reed,donald.reed@globaltech.com,Strategy,Strategy,Data Scientist,GT-006370,Full-Time,Australia,,2023-07-25,globaltech_hris,"£95,343",GBP,Bi-Weekly,2024-08-06,3148225.86,True,2020-06-07,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000172,172,GlobalTech,Jeffrey,Peterson,Jeffrey Peterson,jeffrey.peterson@globaltech.com,Business Development,Sales,Consultant,GT-012345,Part-Time,Sweden,,2020-05-12,globaltech_hris,94827,USD,Bi-Weekly,2024-01-23,2465502.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000177,177,GlobalTech,Sandra,Kemp,Sandra Kemp,sandra.kemp@globaltech.com,DevOps,Engineering,Solutions Architect,GT-011326,Part-Time,Mexico,,2016-01-29,globaltech_hris,159669,EUR,Monthly,2023-02-18,2069310.24,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000186,186,GlobalTech,Steven,Fox,Steven Fox,steven.fox@globaltech.com,Information Technology,Information Technology,Solutions Architect,GT-004471,Part-Time,France,,2017-01-10,globaltech_hris,64842,GBP,Bi-Weekly,2023-01-25,2141082.84,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000200,200,GlobalTech,Jason,Sanchez,Jason Sanchez,jason.sanchez@globaltech.com,Operations,Operations,Quality Assurance Engineer,GT-007465,Contractor,Canada,,2021-12-17,globaltech_hris,117554,GBP,Bi-Weekly,2024-12-18,3881633.08,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000224,224,GlobalTech,Joseph,Ramirez,Joseph Ramirez,joseph.ramirez@globaltech.com,Strategy,Strategy,Marketing Manager,GT-008143,Contractor,United Kingdom,,2015-06-23,globaltech_hris,65898,GBP,Bi-Weekly,2023-02-14,2175951.96,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000227,227,GlobalTech,Katherine,Gordon,Katherine Gordon,katherine.gordon@globaltech.com,Supply Chain,Operations,Analyst,GT-008595,Contractor,Spain,,2017-12-18,globaltech_hris,68001,GBP,Bi-Weekly,2024-12-23,2245393.02,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000241,241,GlobalTech,Christopher,Dixon,Christopher Dixon,christopher.dixon@globaltech.com,Legal,Legal,Data Engineer,GT-013809,Part-Time,Singapore,,2023-06-04,globaltech_hris,84411,USD,Bi-Weekly,2023-09-03,2194686.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000242,242,GlobalTech,Justin,Bell,Justin Bell,justin.bell@globaltech.com,Customer Success,Customer Support,Marketing Specialist,GT-009937,Full-Time,Switzerland,,2021-04-22,globaltech_hris,115625,USD,Bi-Weekly,2024-12-02,3006250.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000247,247,GlobalTech,Kathleen,Scott,Kathleen Scott,kathleen.scott@globaltech.com,Customer Success,Customer Support,Controller,GT-000610,Part-Time,Sweden,,2018-11-05,globaltech_hris,82315,EUR,Bi-Weekly,2024-03-21,2311405.2,True,2022-10-11,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000248,248,GlobalTech,Sharon,Rogers,Sharon Rogers,sharon.rogers@globaltech.com,Information Technology,Information Technology,Operations Manager,GT-009113,Contractor,India,,2016-04-26,globaltech_hris,107046,EUR,Bi-Weekly,2023-02-12,3005851.68,True,2020-08-06,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000253,253,GlobalTech,Emma,Lee,Emma Lee,emma.lee@globaltech.com,Supply Chain,Operations,Project Manager,GT-002996,Contractor,Canada,,2021-03-23,globaltech_hris,143128,EUR,Bi-Weekly,2024-10-18,4019034.24,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000264,264,GlobalTech,Jeffrey,Rodriguez,Jeffrey Rodriguez,jeffrey.rodriguez@globaltech.com,Customer Success,Customer Support,Software Engineer,GT-012755,Part-Time,France,,2019-08-07,globaltech_hris,101660,GBP,Bi-Weekly,2024-05-15,3356813.2,True,2020-02-16,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000274,274,GlobalTech,Sharon,Collins,Sharon Collins,sharon.collins@globaltech.com,Finance,Finance,Account Executive,GT-011648,Part-Time,Switzerland,,2022-05-27,globaltech_hris,205376,USD,Bi-Weekly,2024-03-18,5339776.0,True,2020-02-26,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000276,276,GlobalTech,Jessica,Reeves,Jessica Reeves,jessica.reeves@globaltech.com,Supply Chain,Operations,HR Specialist,GT-007664,Contractor,Germany,,2023-12-29,globaltech_hris,81392,GBP,Bi-Weekly,2024-10-12,2687563.84,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000278,278,GlobalTech,Rebecca,Thomas,Rebecca Thomas,rebecca.thomas@globaltech.com,Communications,Marketing,Financial Analyst,GT-010830,Part-Time,South Korea,,2020-08-02,globaltech_hris,119196,GBP,Bi-Weekly,2023-04-11,3935851.92,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000280,280,GlobalTech,Andrew,Thompson,Andrew Thompson,andrew.thompson@globaltech.com,DevOps,Engineering,Software Engineer,,Full-Time,Brazil,,2017-07-06,globaltech_hris,92591,GBP,Bi-Weekly,2023-04-29,3057354.82,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000289,289,GlobalTech,Gregory,Hernandez,Gregory Hernandez,gregory.hernandez@globaltech.com,Marketing,Marketing,Systems Administrator,GT-013007,Contractor,United States,,2022-12-15,globaltech_hris,173275,EUR,Monthly,2024-11-30,2245644.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000294,294,GlobalTech,Rachel,Ramirez,Rachel Ramirez,rachel.ramirez@globaltech.com,Supply Chain,Operations,HR Specialist,GT-006443,Part-Time,India,,2018-11-13,globaltech_hris,"£87,738",GBP,Bi-Weekly,2024-01-04,2897108.76,True,2020-09-14,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000300,300,GlobalTech,Patrick,Morgan,Patrick Morgan,patrick.morgan@globaltech.com,Operations,Operations,HR Specialist,GT-002660,Contractor,Ireland,,2021-12-28,globaltech_hris,116995,EUR,Bi-Weekly,2024-10-15,3285219.6,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000301,301,GlobalTech,Anthony,Taylor,Anthony Taylor,anthony.taylor@globaltech.com,Strategy,Strategy,Software Engineer,GT-011872,Part-Time,India,,2015-09-07,globaltech_hris,97620,EUR,Bi-Weekly,2024-06-27,2741169.6,True,2020-11-13,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000306,306,GlobalTech,Brandon,Anderson,Brandon Anderson,brandon.anderson@globaltech.com,Sales,Sales,Systems Administrator,GT-011454,Contractor,Canada,,2018-08-13,globaltech_hris,91206,EUR,Bi-Weekly,2024-10-03,2561064.48,True,2022-04-28,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000316,316,GlobalTech,Eric,Cooper,Eric Cooper,eric.cooper@globaltech.com,Product,Product,Software Engineer,GT-009734,Part-Time,South Korea,,2019-03-14,globaltech_hris,115869,EUR,Bi-Weekly,2024-07-03,3253601.52,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000323,323,GlobalTech,Paul,Martin,Paul Martin,paul.martin@globaltech.com,Communications,Marketing,Analyst,GT-000827,Part-Time,Germany,,2018-10-06,globaltech_hris,134167,USD,Bi-Weekly,2024-09-26,3488342.0,True,2023-01-03,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000327,327,GlobalTech,Tyler,Gomez,Tyler Gomez,tyler.gomez@globaltech.com,Customer Success,Customer Support,Recruiter,GT-002261,Part-Time,United Kingdom,,2023-09-13,globaltech_hris,"£159,735",GBP,Monthly,2024-01-08,2434361.4,True,2022-07-08,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000334,334,GlobalTech,Jerry,Lopez,Jerry Lopez,jerry.lopez@globaltech.com,Legal,Legal,Analyst,GT-013948,Full-Time,Switzerland,,2021-01-11,globaltech_hris,87098,EUR,Bi-Weekly,2024-08-05,2445711.84,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000337,337,GlobalTech,Catherine,Gordon,Catherine Gordon,catherine.gordon@globaltech.com,Information Technology,Information Technology,Analyst,GT-005055,Full-Time,Mexico,,2020-07-17,globaltech_hris,158987,EUR,Monthly,2024-10-24,2060471.52,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000338,338,GlobalTech,Pamela,Hunter,Pamela Hunter,pamela.hunter@globaltech.com,Quality Assurance,Engineering,Staff Engineer,GT-011385,Contractor,Japan,,2017-11-14,globaltech_hris,121808,GBP,Bi-Weekly,2024-11-28,4022100.16,True,2022-03-06,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000340,340,GlobalTech,Alexander,Warren,Alexander Warren,alexander.warren@globaltech.com,Finance,Finance,Sales Representative,GT-011932,Contractor,India,,2024-02-28,globaltech_hris,124869,USD,Bi-Weekly,2024-09-05,3246594.0,True,2022-01-24,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000353,353,GlobalTech,Jose,Ramos,Jose Ramos,jose.ramos@globaltech.com,Marketing,Marketing,Sales Director,,Part-Time,Germany,,2024-01-13,globaltech_hris,112479,EUR,Bi-Weekly,2024-11-29,3158410.32,True,2022-03-12,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000358,358,GlobalTech,Carolyn,Anderson,Carolyn Anderson,carolyn.anderson@globaltech.com,Quality Assurance,Engineering,Account Executive,GT-004585,Full-Time,Hong Kong,,2024-10-14,globaltech_hris,117445,EUR,Bi-Weekly,2023-04-28,3297855.6,True,2021-06-20,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000361,361,GlobalTech,James,Moore,James Moore,james.moore@globaltech.com,DevOps,Engineering,QA Lead,GT-009851,Full-Time,United Kingdom,,2023-01-31,globaltech_hris,179391,USD,Monthly,2023-03-08,2152692.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000365,365,GlobalTech,Ronald,Dixon,Ronald Dixon,ronald.dixon@globaltech.com,Strategy,Strategy,Quality Assurance Engineer,GT-012317,Contractor,Hong Kong,,2016-09-11,globaltech_hris,110262,GBP,Bi-Weekly,2024-06-26,3640851.24,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000366,366,GlobalTech,Stephanie,Wilson,Stephanie Wilson,stephanie.wilson@globaltech.com,Quality Assurance,Engineering,Operations Manager,GT-009603,Contractor,Spain,,2024-05-06,globaltech_hris,150630,GBP,Monthly,2023-03-01,2295601.2,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000371,371,GlobalTech,Janet,Scott,Janet Scott,janet.scott@globaltech.com,Operations,Operations,QA Lead,GT-010183,Contractor,India,,2020-02-24,globaltech_hris,124860,EUR,Bi-Weekly,2023-11-03,3506068.8,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000377,377,GlobalTech,Amanda,Crawford,Amanda Crawford,amanda.crawford@globaltech.com,DevOps,Engineering,Sales Representative,GT-011326,Part-Time,Singapore,,2022-12-20,globaltech_hris,106976,USD,Bi-Weekly,2024-01-20,2781376.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000383,383,GlobalTech,Raymond,Wilson,Raymond Wilson,raymond.wilson@globaltech.com,Supply Chain,Operations,Sales Director,GT-001368,Part-Time,Canada,,2018-09-24,globaltech_hris,87304,GBP,Bi-Weekly,2023-03-08,2882778.08,True,2020-12-05,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000391,391,GlobalTech,Nicholas,Walker,Nicholas Walker,nicholas.walker@globaltech.com,Engineering,Engineering,Software Engineer,GT-009005,Contractor,Italy,,2024-05-26,globaltech_hris,133160,USD,Bi-Weekly,2023-08-21,3462160.0,True,2021-06-08,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000408,408,GlobalTech,Angela,Rodriguez,Angela Rodriguez,angela.rodriguez@globaltech.com,Quality Assurance,Engineering,Account Executive,GT-014153,Full-Time,Sweden,,2018-04-28,globaltech_hris,224503,EUR,Bi-Weekly,2024-04-26,6304044.24,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000414,414,GlobalTech,Susan,Clark,Susan Clark,susan.clark@globaltech.com,Engineering,Engineering,Marketing Manager,GT-000794,Full-Time,United States,,2022-05-01,globaltech_hris,96244,GBP,Bi-Weekly,2023-01-09,3177976.88,True,2021-11-19,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000416,416,GlobalTech,Henry,Thompson,Henry Thompson,henry.thompson@globaltech.com,Business Development,Sales,Software Engineer,GT-008583,Contractor,China,,2024-01-29,globaltech_hris,194481,USD,Bi-Weekly,2024-08-11,5056506.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000419,419,GlobalTech,Pamela,Martinez,Pamela Martinez,pamela.martinez@globaltech.com,Marketing,Marketing,Business Analyst,GT-013007,Contractor,Sweden,,2017-05-12,globaltech_hris,92605,GBP,Bi-Weekly,2024-01-21,3057817.1,True,2022-04-13,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000423,423,GlobalTech,Helen,Shelton,Helen Shelton,helen.shelton@globaltech.com,Marketing,Marketing,Sales Director,GT-011776,Contractor,United States,,2015-12-25,globaltech_hris,66734,GBP,Bi-Weekly,2024-10-01,2203556.68,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000428,428,GlobalTech,Kevin,Mason,Kevin Mason,kevin.mason@globaltech.com,Legal,Legal,Account Executive,GT-000145,Part-Time,Brazil,,2022-11-11,globaltech_hris,77549,EUR,Bi-Weekly,2023-12-30,2177575.92,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-000439,439,GlobalTech,Brandon,Thompson,Brandon Thompson,brandon.thompson@globaltech.com,Information Technology,Information Technology,Senior Product Manager,GT-012913,Full-Time,Switzerland,,2021-09-01,globaltech_hris,71242,EUR,Bi-Weekly,2024-12-27,2000475.36,True,2020-09-28,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
