employee_id,source_employee_id,company_origin,first_name,last_name,full_name,email,department,department_standardized,job_title,manager_id,employment_type,country,jurisdiction,hire_date,source_system,duplicate_check,kept_in_golden
AC-000121,ACQ_00121,AcquiredCo,Ruth,White,Ruth White,ruth.white@acquiredco.com,Operations,Operations,Controller,AC-001115,Contractor,France,,2023-07-18,acquiredco_hris,hris_employee_id,True
AC-000122,ACQ_00122,AcquiredCo,Pamela,Phillips,Pamela Phillips,pamela.phillips@acquiredco.com,Information Technology,Information Technology,Product Manager,AC-002158,Part-Time,Hong Kong,,2019-12-24,acquiredco_hris,hris_employee_id,True
AC-000123,ACQ_00123,AcquiredCo,Robert,Boyd,Robert Boyd,robert.boyd@acquiredco.com,Business Development,Sales,Data Engineer,AC-001154,Contractor,Spain,,2016-09-21,acquiredco_hris,hris_employee_id,True
AC-000124,ACQ_00124,AcquiredCo,Nicholas,Stevens,Nicholas Stevens,nicholas.stevens@acquiredco.com,Strategy,Strategy,HR Specialist,AC-002954,Contractor,Germany,,2020-12-26,acquiredco_hris,hris_employee_id,True
AC-000125,ACQ_00125,AcquiredCo,Amanda,Young,Amanda Young,amanda.young@acquiredco.com,Human Resources,Human Resources,Staff Engineer,AC-002232,Part-Time,Japan,,2020-11-17,acquiredco_hris,hris_employee_id,True
AC-000126,ACQ_00126,AcquiredCo,Rebecca,Davis,Rebecca Davis,rebecca.davis@acquiredco.com,Finance,Finance,Senior Software Engineer,AC-002137,Part-Time,Netherlands,,2020-03-04,acquiredco_hris,hris_employee_id,True
AC-000127,ACQ_00127,AcquiredCo,Michael,Moore,Michael Moore,michael.moore@acquiredco.com,Engineering,Engineering,Data Engineer,AC-001946,Contractor,Brazil,,2024-04-20,acquiredco_hris,hris_employee_id,True
AC-000128,ACQ_00128,AcquiredCo,Scott,Perez,Scott Perez,scott.perez@acquiredco.com,Customer Success,Customer Support,Recruiter,AC-001763,Part-Time,South Korea,,2024-04-11,acquiredco_hris,hris_employee_id,True
AC-000129,ACQ_00129,AcquiredCo,Kimberly,Hernandez,Kimberly Hernandez,kimberly.hernandez@acquiredco.com,Customer Success,Customer Support,QA Lead,AC-000068,Part-Time,China,,2022-05-12,acquiredco_hris,hris_employee_id,True
AC-000130,ACQ_00130,AcquiredCo,Kenneth,Gomez,Kenneth Gomez,kenneth.gomez@acquiredco.com,Customer Success,Customer Support,Staff Engineer,AC-000626,Full-Time,Germany,,2024-08-12,acquiredco_hris,hris_employee_id,True
AC-000131,ACQ_00131,AcquiredCo,Barbara,Bennett,Barbara Bennett,barbara.bennett@acquiredco.com,Quality Assurance,Engineering,Quality Assurance Engineer,AC-000981,Contractor,Brazil,,2019-08-14,acquiredco_hris,hris_employee_id,True
AC-000132,ACQ_00132,AcquiredCo,Daniel,Allen,Daniel Allen,daniel.allen@acquiredco.com,Finance,Finance,Data Analyst,AC-000396,Part-Time,Hong Kong,,2016-02-28,acquiredco_hris,hris_employee_id,True
AC-000133,ACQ_00133,AcquiredCo,Susan,Williams,Susan Williams,susan.williams@acquiredco.com,Quality Assurance,Engineering,Product Manager,,Full-Time,Canada,,2017-05-27,acquiredco_hris,hris_employee_id,True
AC-000134,ACQ_00134,AcquiredCo,Cynthia,Williams,Cynthia Williams,cynthia.williams@acquiredco.com,Quality Assurance,Engineering,Data Engineer,AC-000105,Contractor,Singapore,,2018-03-07,acquiredco_hris,hris_employee_id,True
AC-000135,ACQ_00135,AcquiredCo,Matthew,Rodriguez,Matthew Rodriguez,matthew.rodriguez@acquiredco.com,Data Science,Data,Account Executive,AC-002841,Full-Time,Spain,,2017-02-26,acquiredco_hris,hris_employee_id,True
AC-000136,ACQ_00136,AcquiredCo,Dorothy,Parker,Dorothy Parker,dorothy.parker@acquiredco.com,Business Development,Sales,Product Manager,AC-000919,Contractor,Hong Kong,,2022-02-10,acquiredco_hris,hris_employee_id,True
AC-000137,ACQ_00137,AcquiredCo,Patricia,Walker,Patricia Walker,patricia.walker@acquiredco.com,Business Development,Sales,Software Engineer,AC-002128,Part-Time,Netherlands,,2016-05-12,acquiredco_hris,hris_employee_id,True
AC-000138,ACQ_00138,AcquiredCo,Debra,Jones,Debra Jones,debra.jones@acquiredco.com,Legal,Legal,Product Manager,AC-000831,Contractor,India,,2019-11-20,acquiredco_hris,hris_employee_id,True
AC-000139,ACQ_00139,AcquiredCo,Christopher,Knox,Christopher Knox,christopher.knox@acquiredco.com,Human Resources,Human Resources,Financial Analyst,AC-002375,Full-Time,Sweden,,2020-02-17,acquiredco_hris,hris_employee_id,True
AC-000140,ACQ_00140,AcquiredCo,Jeffrey,Mason,Jeffrey Mason,jeffrey.mason@acquiredco.com,Operations,Operations,Senior Software Engineer,AC-001598,Contractor,Hong Kong,,2019-12-03,acquiredco_hris,hris_employee_id,True
AC-000141,ACQ_00141,AcquiredCo,Rebecca,Williams,Rebecca Williams,rebecca.williams@acquiredco.com,Data Science,Data,Solutions Architect,AC-002327,Part-Time,South Korea,,2024-09-01,acquiredco_hris,hris_employee_id,True
AC-000142,ACQ_00142,AcquiredCo,Michelle,Martinez,Michelle Martinez,michelle.martinez@acquiredco.com,Finance,Finance,Senior Software Engineer,AC-000378,Full-Time,Australia,,2021-10-30,acquiredco_hris,hris_employee_id,True
AC-000143,ACQ_00143,AcquiredCo,Joshua,Cooper,Joshua Cooper,joshua.cooper@acquiredco.com,Supply Chain,Operations,Software Engineer,AC-002397,Full-Time,Canada,,2017-10-31,acquiredco_hris,hris_employee_id,True
AC-000144,ACQ_00144,AcquiredCo,Tyler,Williams,Tyler Williams,tyler.williams@acquiredco.com,Product,Product,Financial Analyst,AC-002203,Full-Time,Sweden,,2015-05-27,acquiredco_hris,hris_employee_id,True
AC-000145,ACQ_00145,AcquiredCo,Ruth,Hernandez,Ruth Hernandez,ruth.hernandez@acquiredco.com,Sales,Sales,Marketing Specialist,AC-000666,Contractor,Netherlands,,2017-08-29,acquiredco_hris,hris_employee_id,True
AC-000146,ACQ_00146,AcquiredCo,Mary,Robinson,Mary Robinson,mary.robinson@acquiredco.com,Business Development,Sales,Consultant,AC-001740,Full-Time,Canada,,2022-05-04,acquiredco_hris,hris_employee_id,True
AC-000147,ACQ_00147,AcquiredCo,Richard,Peterson,Richard Peterson,richard.peterson@acquiredco.com,Data Science,Data,Product Manager,AC-002587,Contractor,South Korea,,2017-06-10,acquiredco_hris,hris_employee_id,True
AC-000148,ACQ_00148,AcquiredCo,Gregory,Henry,Gregory Henry,gregory.henry@acquiredco.com,Marketing,Marketing,Systems Administrator,AC-002524,Part-Time,United Kingdom,,2017-08-14,acquiredco_hris,hris_employee_id,True
AC-000149,ACQ_00149,AcquiredCo,Amanda,Cooper,Amanda Cooper,amanda.cooper@acquiredco.com,Marketing,Marketing,Senior Software Engineer,AC-000705,Part-Time,Mexico,,2016-12-19,acquiredco_hris,hris_employee_id,True
AC-000150,ACQ_00150,AcquiredCo,Jennifer,Reed,Jennifer Reed,jennifer.reed@acquiredco.com,Communications,Marketing,Controller,AC-002623,Full-Time,Japan,,2016-08-31,acquiredco_hris,hris_employee_id,True
AC-000151,ACQ_00151,AcquiredCo,Kimberly,Johnson,Kimberly Johnson,kimberly.johnson@acquiredco.com,Supply Chain,Operations,Sales Representative,AC-000491,Contractor,Spain,,2016-08-23,acquiredco_hris,hris_employee_id,True
AC-000152,ACQ_00152,AcquiredCo,Amy,Smith,Amy Smith,amy.smith@acquiredco.com,Data Science,Data,Data Engineer,AC-001760,Contractor,Brazil,,2019-04-29,acquiredco_hris,hris_employee_id,True
AC-000153,ACQ_00153,AcquiredCo,Nicholas,Bell,Nicholas Bell,nicholas.bell@acquiredco.com,Finance,Finance,Data Scientist,AC-001725,Part-Time,Spain,,2019-06-06,acquiredco_hris,hris_employee_id,True
AC-000154,ACQ_00154,AcquiredCo,Ashley,Morgan,Ashley Morgan,ashley.morgan@acquiredco.com,Operations,Operations,Data Scientist,AC-002912,Contractor,Japan,,2015-07-16,acquiredco_hris,hris_employee_id,True
AC-000155,ACQ_00155,AcquiredCo,Brian,Jackson,Brian Jackson,brian.jackson@acquiredco.com,Manufacturing,Manufacturing,Marketing Manager,,Part-Time,Netherlands,,2023-01-23,acquiredco_hris,hris_employee_id,True
AC-000156,ACQ_00156,AcquiredCo,Mary,Young,Mary Young,mary.young@acquiredco.com,Human Resources,Human Resources,Operations Manager,AC-000715,Full-Time,Mexico,,2022-07-09,acquiredco_hris,hris_employee_id,True
AC-000157,ACQ_00157,AcquiredCo,Jeffrey,Young,Jeffrey Young,jeffrey.young@acquiredco.com,Human Resources,Human Resources,Sales Representative,AC-001629,Part-Time,Switzerland,,2023-07-09,acquiredco_hris,hris_employee_id,True
AC-000158,ACQ_00158,AcquiredCo,Henry,Garcia,Henry Garcia,henry.garcia@acquiredco.com,Data Science,Data,Data Analyst,AC-001311,Full-Time,Switzerland,,2019-02-16,acquiredco_hris,hris_employee_id,True
AC-000159,ACQ_00159,AcquiredCo,Richard,Garcia,Richard Garcia,richard.garcia@acquiredco.com,DevOps,Engineering,Project Manager,AC-002697,Part-Time,Australia,,2020-12-17,acquiredco_hris,hris_employee_id,True
AC-000160,ACQ_00160,AcquiredCo,Charles,Anderson,Charles Anderson,charles.anderson@acquiredco.com,Sales,Sales,Senior Software Engineer,AC-000726,Contractor,Hong Kong,,2020-02-29,acquiredco_hris,hris_employee_id,True
AC-000161,ACQ_00161,AcquiredCo,Stephanie,Harris,Stephanie Harris,stephanie.harris@acquiredco.com,Data Science,Data,HR Specialist,AC-002170,Full-Time,Hong Kong,,2017-07-28,acquiredco_hris,hris_employee_id,True
AC-000162,ACQ_00162,AcquiredCo,Barbara,Young,Barbara Young,barbara.young@acquiredco.com,Business Development,Sales,Account Executive,AC-001115,Contractor,Japan,,2021-02-10,acquiredco_hris,hris_employee_id,True
AC-000163,ACQ_00163,AcquiredCo,Mary,Warren,Mary Warren,mary.warren@acquiredco.com,Operations,Operations,Systems Administrator,AC-002080,Full-Time,United Kingdom,,2020-01-16,acquiredco_hris,hris_employee_id,True
AC-000164,ACQ_00164,AcquiredCo,Dennis,Nickerson,Dennis Nickerson,dennis.nickerson@acquiredco.com,Data Science,Data,Accountant,AC-002685,Full-Time,Sweden,,2016-08-26,acquiredco_hris,hris_employee_id,True
AC-000165,ACQ_00165,AcquiredCo,Helen,Edwards,Helen Edwards,helen.edwards@acquiredco.com,Business Development,Sales,Consultant,AC-002471,Full-Time,South Korea,,2022-03-23,acquiredco_hris,hris_employee_id,True
AC-000166,ACQ_00166,AcquiredCo,Kenneth,Burns,Kenneth Burns,kenneth.burns@acquiredco.com,Operations,Operations,Business Analyst,AC-000687,Part-Time,Brazil,,2024-07-04,acquiredco_hris,hris_employee_id,True
AC-000167,ACQ_00167,AcquiredCo,Anna,Wilson,Anna Wilson,anna.wilson@acquiredco.com,Manufacturing,Manufacturing,Business Analyst,AC-002956,Full-Time,Italy,,2017-05-01,acquiredco_hris,hris_employee_id,True
AC-000168,ACQ_00168,AcquiredCo,Joseph,Gonzalez,Joseph Gonzalez,joseph.gonzalez@acquiredco.com,Customer Success,Customer Support,Accountant,AC-000475,Full-Time,Switzerland,,2024-04-25,acquiredco_hris,hris_employee_id,True
AC-000169,ACQ_00169,AcquiredCo,Donna,Lee,Donna Lee,donna.lee@acquiredco.com,Engineering,Engineering,Analyst,,Full-Time,Australia,,2017-11-19,acquiredco_hris,hris_employee_id,True
AC-000170,ACQ_00170,AcquiredCo,Ashley,King,Ashley King,ashley.king@acquiredco.com,Operations,Operations,Account Executive,AC-000476,Part-Time,India,,2019-06-10,acquiredco_hris,hris_employee_id,True
AC-000171,ACQ_00171,AcquiredCo,Gary,Martin,Gary Martin,gary.martin@acquiredco.com,Business Development,Sales,Analyst,AC-000740,Contractor,Sweden,,2022-05-19,acquiredco_hris,hris_employee_id,True
AC-000172,ACQ_00172,AcquiredCo,Barbara,Hernandez,Barbara Hernandez,barbara.hernandez@acquiredco.com,Quality Assurance,Engineering,Data Scientist,AC-000968,Part-Time,Mexico,,2015-04-28,acquiredco_hris,hris_employee_id,True
AC-000173,ACQ_00173,AcquiredCo,Alexander,Fox,Alexander Fox,alexander.fox@acquiredco.com,Finance,Finance,Marketing Manager,AC-000455,Part-Time,Singapore,,2015-04-01,acquiredco_hris,hris_employee_id,True
AC-000174,ACQ_00174,AcquiredCo,Michelle,Burns,Michelle Burns,michelle.burns@acquiredco.com,Strategy,Strategy,Project Manager,AC-002649,Full-Time,South Korea,,2018-01-22,acquiredco_hris,hris_employee_id,True
AC-000175,ACQ_00175,AcquiredCo,Benjamin,Moreno,Benjamin Moreno,benjamin.moreno@acquiredco.com,Customer Success,Customer Support,Data Analyst,,Full-Time,Hong Kong,,2020-08-21,acquiredco_hris,hris_employee_id,True
AC-000176,ACQ_00176,AcquiredCo,Amanda,Lee,Amanda Lee,amanda.lee@acquiredco.com,Communications,Marketing,Project Manager,AC-001268,Part-Time,Italy,,2019-01-14,acquiredco_hris,hris_employee_id,True
AC-000177,ACQ_00177,AcquiredCo,Christine,Brown,Christine Brown,christine.brown@acquiredco.com,Customer Success,Customer Support,Data Engineer,AC-001199,Contractor,Australia,,2018-10-20,acquiredco_hris,hris_employee_id,True
AC-000178,ACQ_00178,AcquiredCo,Kathleen,Hernandez,Kathleen Hernandez,kathleen.hernandez@acquiredco.com,Operations,Operations,Operations Manager,AC-002753,Full-Time,Hong Kong,,2018-11-21,acquiredco_hris,hris_employee_id,True
AC-000179,ACQ_00179,AcquiredCo,Barbara,Ramirez,Barbara Ramirez,barbara.ramirez@acquiredco.com,Manufacturing,Manufacturing,Account Executive,AC-001864,Contractor,Germany,,2018-09-24,acquiredco_hris,hris_employee_id,True
AC-000180,ACQ_00180,AcquiredCo,Carolyn,Torres,Carolyn Torres,carolyn.torres@acquiredco.com,Data Science,Data,Product Manager,AC-002092,Contractor,Germany,,2024-06-08,acquiredco_hris,hris_employee_id,True
AC-000181,ACQ_00181,AcquiredCo,Daniel,Garrison,Daniel Garrison,daniel.garrison@acquiredco.com,DevOps,Engineering,Marketing Specialist,AC-001842,Full-Time,Sweden,,2020-08-25,acquiredco_hris,hris_employee_id,True
AC-000182,ACQ_00182,AcquiredCo,Gregory,Bell,Gregory Bell,gregory.bell@acquiredco.com,Data Science,Data,Business Analyst,AC-001917,Full-Time,Ireland,,2015-10-16,acquiredco_hris,hris_employee_id,True
AC-000183,ACQ_00183,AcquiredCo,Barbara,Wright,Barbara Wright,barbara.wright@acquiredco.com,Finance,Finance,Operations Manager,,Part-Time,Switzerland,,2022-09-03,acquiredco_hris,hris_employee_id,True
AC-000184,ACQ_00184,AcquiredCo,Charles,Rodriguez,Charles Rodriguez,charles.rodriguez@acquiredco.com,Engineering,Engineering,Project Manager,AC-000658,Full-Time,South Korea,,2022-04-22,acquiredco_hris,hris_employee_id,True
AC-000185,ACQ_00185,AcquiredCo,Patrick,Lee,Patrick Lee,patrick.lee@acquiredco.com,Human Resources,Human Resources,Consultant,AC-002288,Part-Time,Spain,,2020-11-24,acquiredco_hris,hris_employee_id,True
AC-000186,ACQ_00186,AcquiredCo,Carol,Martinez,Carol Martinez,carol.martinez@acquiredco.com,Strategy,Strategy,Sales Representative,AC-000194,Contractor,Switzerland,,2024-05-04,acquiredco_hris,hris_employee_id,True
AC-000187,ACQ_00187,AcquiredCo,Linda,Davis,Linda Davis,linda.davis@acquiredco.com,Supply Chain,Operations,Controller,AC-002971,Part-Time,Spain,,2023-11-30,acquiredco_hris,hris_employee_id,True
AC-000188,ACQ_00188,AcquiredCo,Sharon,Martinez,Sharon Martinez,sharon.martinez@acquiredco.com,Business Development,Sales,Senior Software Engineer,AC-002706,Contractor,Singapore,,2023-10-26,acquiredco_hris,hris_employee_id,True
AC-000189,ACQ_00189,AcquiredCo,Patricia,Perez,Patricia Perez,patricia.perez@acquiredco.com,Manufacturing,Manufacturing,QA Lead,AC-002580,Full-Time,Singapore,,2024-09-04,acquiredco_hris,hris_employee_id,True
AC-000190,ACQ_00190,AcquiredCo,Sandra,Russell,Sandra Russell,sandra.russell@acquiredco.com,Engineering,Engineering,Operations Manager,AC-002947,Part-Time,Hong Kong,,2022-07-12,acquiredco_hris,hris_employee_id,True
AC-000191,ACQ_00191,AcquiredCo,Stephanie,Wright,Stephanie Wright,stephanie.wright@acquiredco.com,Information Technology,Information Technology,Analyst,AC-000956,Contractor,Canada,,2021-10-25,acquiredco_hris,hris_employee_id,True
AC-000192,ACQ_00192,AcquiredCo,Samuel,Lee,Samuel Lee,samuel.lee@acquiredco.com,Communications,Marketing,Marketing Manager,AC-002602,Contractor,Mexico,,2020-10-06,acquiredco_hris,hris_employee_id,True
AC-000193,ACQ_00193,AcquiredCo,Carolyn,Brown,Carolyn Brown,carolyn.brown@acquiredco.com,Human Resources,Human Resources,Staff Engineer,AC-000059,Full-Time,Switzerland,,2017-02-08,acquiredco_hris,hris_employee_id,True
AC-000194,ACQ_00194,AcquiredCo,Rachel,Ramos,Rachel Ramos,rachel.ramos@acquiredco.com,Quality Assurance,Engineering,Sales Representative,AC-000200,Contractor,Germany,,2021-12-05,acquiredco_hris,hris_employee_id,True
AC-000195,ACQ_00195,AcquiredCo,Jack,Sanchez,Jack Sanchez,jack.sanchez@acquiredco.com,Legal,Legal,Senior Software Engineer,AC-000087,Contractor,Spain,,2023-11-11,acquiredco_hris,hris_employee_id,True
AC-000196,ACQ_00196,AcquiredCo,Debra,Crawford,Debra Crawford,debra.crawford@acquiredco.com,Engineering,Engineering,Sales Representative,AC-001895,Part-Time,Spain,,2015-04-27,acquiredco_hris,hris_employee_id,True
AC-000197,ACQ_00197,AcquiredCo,Helen,Perez,Helen Perez,helen.perez@acquiredco.com,Sales,Sales,Staff Engineer,,Full-Time,Germany,,2020-10-05,acquiredco_hris,hris_employee_id,True
AC-000198,ACQ_00198,AcquiredCo,Charles,Bell,Charles Bell,charles.bell@acquiredco.com,Engineering,Engineering,Consultant,AC-000024,Full-Time,France,,2017-04-06,acquiredco_hris,hris_employee_id,True
AC-000199,ACQ_00199,AcquiredCo,Mary,Mason,Mary Mason,mary.mason@acquiredco.com,Information Technology,Information Technology,Consultant,AC-000709,Full-Time,United Kingdom,,2021-05-08,acquiredco_hris,hris_employee_id,True
AC-000001,ACQ_DUP_00001,AcquiredCo,Edwar,Reed,Edwar Reed,edward.reed@acquiredco.com,Quality Assurance,Engineering,Product Manager,,Contractor,South Korea,,2017-03-24,acquiredco_hris,hris_employee_id,False
AC-000002,ACQ_DUP_00002,AcquiredCo,Paul,Peterson,Paul Peterson,paul.peterson@acquiredco.com,Sales,Sales,QA Lead,,Full-Time,Sweden,,2020-08-04,acquiredco_hris,hris_employee_id,False
AC-000003,ACQ_DUP_00003,AcquiredCo,Ronal,Lewis,Ronal Lewis,ronald.lewis@acquiredco.com,Information Technology,Information Technology,Data Analyst,,Part-Time,Mexico,,2021-07-15,acquiredco_hris,hris_employee_id,False
AC-000004,ACQ_DUP_00004,AcquiredCo,Jerr,Boyd,Jerr Boyd,jerry.boyd@acquiredco.com,Strategy,Strategy,Solutions Architect,,Full-Time,Singapore,,2023-09-02,acquiredco_hris,hris_employee_id,False
AC-000005,ACQ_DUP_00005,AcquiredCo,Brandon,Johnson,Brandon Johnson,brandon.johnson@acquiredco.com,Manufacturing,Manufacturing,Analyst,,Full-Time,Hong Kong,,2019-07-16,acquiredco_hris,hris_employee_id,False
AC-000006,ACQ_DUP_00006,AcquiredCo,Pamel,Robinson,Pamel Robinson,pamela.robinson@acquiredco.com,Product,Product,Product Manager,,Full-Time,Netherlands,,2017-09-19,acquiredco_hris,hris_employee_id,False
AC-000007,ACQ_DUP_00007,AcquiredCo,Debra,Rodriguez,Debra Rodriguez,debra.rodriguez@acquiredco.com,Business Development,Sales,Senior Product Manager,,Part-Time,Italy,,2018-01-30,acquiredco_hris,hris_employee_id,False
AC-000008,ACQ_DUP_00008,AcquiredCo,Grego,Nickerson,Grego Nickerson,gregory.nickerson@acquiredco.com,Communications,Marketing,Operations Manager,,Part-Time,Mexico,,2023-09-14,acquiredco_hris,hris_employee_id,False
AC-000009,ACQ_DUP_00009,AcquiredCo,Hel,Scott,Hel Scott,helen.scott@acquiredco.com,Supply Chain,Operations,Sales Director,,Full-Time,Japan,,2021-05-20,acquiredco_hris,hris_employee_id,False
AC-000010,ACQ_DUP_00010,AcquiredCo,Samue,White,Samue White,samuel.white@acquiredco.com,Communications,Marketing,Senior Software Engineer,,Full-Time,Netherlands,,2018-08-15,acquiredco_hris,hris_employee_id,False
AC-000011,ACQ_DUP_00011,AcquiredCo,Lis,Thomas,Lis Thomas,lisa.thomas@acquiredco.com,DevOps,Engineering,Data Engineer,,Part-Time,Spain,,2017-03-21,acquiredco_hris,hris_employee_id,False
AC-000012,ACQ_DUP_00012,AcquiredCo,Step,Rogers,Step Rogers,stephen.rogers@acquiredco.com,DevOps,Engineering,QA Lead,,Part-Time,Australia,,2023-11-22,acquiredco_hris,hris_employee_id,False
AC-000013,ACQ_DUP_00013,AcquiredCo,Rach,Lee,Rach Lee,rachel.lee@acquiredco.com,Data Science,Data,Controller,,Full-Time,Hong Kong,,2020-01-27,acquiredco_hris,hris_employee_id,False
AC-000014,ACQ_DUP_00014,AcquiredCo,Ange,Reyes,Ange Reyes,angela.reyes@acquiredco.com,Supply Chain,Operations,Software Engineer,,Full-Time,Sweden,,2016-09-25,acquiredco_hris,hris_employee_id,False
AC-000015,ACQ_DUP_00015,AcquiredCo,John,Reyes,John Reyes,john.reyes@acquiredco.com,Communications,Marketing,Solutions Architect,,Full-Time,Mexico,,2021-08-21,acquiredco_hris,hris_employee_id,False
AC-000016,ACQ_DUP_00016,AcquiredCo,Larr,Torres,Larr Torres,larry.torres@acquiredco.com,DevOps,Engineering,Consultant,,Full-Time,Sweden,,2018-05-17,acquiredco_hris,hris_employee_id,False
AC-000017,ACQ_DUP_00017,AcquiredCo,Stephe,King,Stephe King,stephen.king@acquiredco.com,Legal,Legal,Sales Director,,Contractor,Switzerland,,2017-07-10,acquiredco_hris,hris_employee_id,False
AC-000018,ACQ_DUP_00018,AcquiredCo,Joe,Russell,Joe Russell,joseph.russell@acquiredco.com,Product,Product,Staff Engineer,,Contractor,China,,2019-02-17,acquiredco_hris,hris_employee_id,False
AC-000019,ACQ_DUP_00019,AcquiredCo,And,Miller,And Miller,andrew.miller@acquiredco.com,Product,Product,Accountant,,Contractor,Brazil,,2019-01-08,acquiredco_hris,hris_employee_id,False
AC-000020,ACQ_DUP_00020,AcquiredCo,San,Hicks,San Hicks,sandra.hicks@acquiredco.com,Sales,Sales,Consultant,,Full-Time,Mexico,,2020-03-01,acquiredco_hris,hris_employee_id,False
AC-000021,ACQ_DUP_00021,AcquiredCo,Benja,Mason,Benja Mason,benjamin.mason@acquiredco.com,Data Science,Data,Staff Engineer,,Contractor,United States,,2018-04-19,acquiredco_hris,hris_employee_id,False
AC-000022,ACQ_DUP_00022,AcquiredCo,Aar,Jones,Aar Jones,aaron.jones@acquiredco.com,Legal,Legal,Staff Engineer,,Contractor,Hong Kong,,2015-03-26,acquiredco_hris,hris_employee_id,False
AC-000023,ACQ_DUP_00023,AcquiredCo,Rach,Bell,Rach Bell,rachel.bell@acquiredco.com,Customer Success,Customer Support,Staff Engineer,,Contractor,China,,2019-06-10,acquiredco_hris,hris_employee_id,False
AC-000024,ACQ_DUP_00024,AcquiredCo,Tim,Smith,Tim Smith,timothy.smith@acquiredco.com,Sales,Sales,Senior Software Engineer,,Full-Time,Mexico,,2023-12-12,acquiredco_hris,hris_employee_id,False
AC-000025,ACQ_DUP_00025,AcquiredCo,Rach,Anderson,Rach Anderson,rachel.anderson@acquiredco.com,Finance,Finance,Staff Engineer,,Contractor,Germany,,2020-08-02,acquiredco_hris,hris_employee_id,False
AC-000026,ACQ_DUP_00026,AcquiredCo,Larr,Miller,Larr Miller,larry.miller@acquiredco.com,Data Science,Data,Quality Assurance Engineer,,Full-Time,Japan,,2020-06-27,acquiredco_hris,hris_employee_id,False
AC-000027,ACQ_DUP_00027,AcquiredCo,Pete,King,Pete King,peter.king@acquiredco.com,Operations,Operations,Marketing Specialist,,Contractor,South Korea,,2022-10-04,acquiredco_hris,hris_employee_id,False
AC-000028,ACQ_DUP_00028,AcquiredCo,Bri,Clark,Bri Clark,brian.clark@acquiredco.com,Human Resources,Human Resources,HR Specialist,,Contractor,India,,2017-01-05,acquiredco_hris,hris_employee_id,False
AC-000029,ACQ_DUP_00029,AcquiredCo,Maggie,Campbell,Maggie Campbell,margaret.campbell@acquiredco.com,Finance,Finance,Marketing Specialist,,Part-Time,Mexico,,2024-10-03,acquiredco_hris,hris_employee_id,False
AC-000030,ACQ_DUP_00030,AcquiredCo,Ryan,Phillips,Ryan Phillips,ryan.phillips@acquiredco.com,Finance,Finance,Accountant,,Contractor,Germany,,2023-10-14,acquiredco_hris,hris_employee_id,False
AC-000031,ACQ_DUP_00031,AcquiredCo,Bill,White,Bill White,william.white@acquiredco.com,Product,Product,Controller,,Part-Time,India,,2019-10-14,acquiredco_hris,hris_employee_id,False
AC-000032,ACQ_DUP_00032,AcquiredCo,Lisa,Jackson,Lisa Jackson,lisa.jackson@acquiredco.com,Manufacturing,Manufacturing,Sales Representative,,Contractor,Switzerland,,2023-01-29,acquiredco_hris,hris_employee_id,False
AC-000033,ACQ_DUP_00033,AcquiredCo,Scot,Cooper,Scot Cooper,scott.cooper@acquiredco.com,Manufacturing,Manufacturing,Data Engineer,,Contractor,Singapore,,2023-08-03,acquiredco_hris,hris_employee_id,False
AC-000034,ACQ_DUP_00034,AcquiredCo,Brando,Price,Brando Price,brandon.price@acquiredco.com,Engineering,Engineering,Financial Analyst,,Part-Time,Switzerland,,2022-04-14,acquiredco_hris,hris_employee_id,False
AC-000035,ACQ_DUP_00035,AcquiredCo,Lau,Burns,Lau Burns,laura.burns@acquiredco.com,Data Science,Data,Controller,,Contractor,Australia,,2016-08-04,acquiredco_hris,hris_employee_id,False
AC-000036,ACQ_DUP_00036,AcquiredCo,Hel,Kemp,Hel Kemp,helen.kemp@acquiredco.com,Operations,Operations,Systems Administrator,,Contractor,Netherlands,,2017-03-17,acquiredco_hris,hris_employee_id,False
AC-000037,ACQ_DUP_00037,AcquiredCo,Matt,White,Matt White,matthew.white@acquiredco.com,Legal,Legal,Analyst,,Contractor,India,,2018-05-27,acquiredco_hris,hris_employee_id,False
AC-000038,ACQ_DUP_00038,AcquiredCo,Gary,Crawford,Gary Crawford,gary.crawford@acquiredco.com,Quality Assurance,Engineering,Product Manager,,Part-Time,Italy,,2023-03-13,acquiredco_hris,hris_employee_id,False
AC-000039,ACQ_DUP_00039,AcquiredCo,Nicol,Moreno,Nicol Moreno,nicole.moreno@acquiredco.com,Customer Success,Customer Support,Consultant,,Contractor,China,,2020-12-23,acquiredco_hris,hris_employee_id,False
AC-000040,ACQ_DUP_00040,AcquiredCo,Emm,Young,Emm Young,emma.young@acquiredco.com,Business Development,Sales,Marketing Specialist,,Part-Time,United Kingdom,,2019-05-03,acquiredco_hris,hris_employee_id,False
AC-000041,ACQ_DUP_00041,AcquiredCo,Rya,Robinson,Rya Robinson,ryan.robinson@acquiredco.com,Legal,Legal,Data Analyst,,Part-Time,Ireland,,2024-01-19,acquiredco_hris,hris_employee_id,False
AC-000042,ACQ_DUP_00042,AcquiredCo,Lin,Lewis,Lin Lewis,linda.lewis@acquiredco.com,Information Technology,Information Technology,Operations Manager,,Contractor,Hong Kong,,2022-12-16,acquiredco_hris,hris_employee_id,False
AC-000043,ACQ_DUP_00043,AcquiredCo,Amy,Rogers,Amy Rogers,amy.rogers@acquiredco.com,Data Science,Data,Solutions Architect,,Contractor,Sweden,,2022-09-12,acquiredco_hris,hris_employee_id,False
